"PRODUCT_LINE","GENDER","AGE","MARITAL_STATUS","PROFESSION"
"Camping Equipment","M","43","Single","Other"
"Camping Equipment","M","19","Single","Other"
"Camping Equipment","M","19","Single","Other"
"Camping Equipment","M","28","Single","Sales"
"Camping Equipment","M","NA","Single","Sales"
"Camping Equipment","M","27","Single","SALES"
"Camping Equipment","F","NA","Married","Other"
"Camping Equipment","F","38","Married","Other"
"Camping Equipment","M","37","Married","Trades"
"Mountaineering Equipment","F","34","Married","Other"
"Personal Accessories","F","34","Married","Other"
"Camping Equipment","F","46","Married","Executive"
"Outdoor Protection","F","46","Married","Executive"
"Camping Equipment","M","41","Married","Other"
"Personal Accessories","M","NA","Married","OTHER"
"Camping Equipment","M","44","Single","Professional"
"Personal Accessories","F","38","Single","Retail"
"Camping Equipment","F","31","Married","HOSPITALITY"
"Camping Equipment","F","31","Married","Hospitality"
"Camping Equipment","F","27","Married","Retail"
"Personal Accessories","F","27","Married","Retail"
"Personal Accessories","F","45","Married","Other"
"Outdoor Protection","M","24","Single","Student"
"Personal Accessories","M","24","Single","Student"
"Personal Accessories","F","28","Single","Student"
"Personal Accessories","F","28","Single","Student"
"Golf Equipment","M","32","Single","Other"
"Golf Equipment","M","32","Single","Other"
"Golf Equipment","M","32","Single","Other"
"Personal Accessories","F","52","Unspecified","Hospitality"
"Camping Equipment","M","37","Unspecified","TRADES"
"Mountaineering Equipment","M","29","Single","Professional"
"Personal Accessories","M","41","Married","Professional"
"Personal Accessories","F","34","Single","Retail"
"Golf Equipment","F","50","Married","Other"
"Golf Equipment","F","NA","Married","Other"
"Camping Equipment","M","27","Single","Trades"
"Personal Accessories","F","27","Single","Other"
"Personal Accessories","M","19","Single","Professional"
"Camping Equipment","F","23","Married","Other"
"Outdoor Protection","F","23","Married","Other"
"Camping Equipment","M","36","Married","SALES"
"Personal Accessories","F","27","Single","Other"
"Camping Equipment","F","23","Single","Hospitality"
"Personal Accessories","M","27","Married","Other"
"Camping Equipment","M","41","Married","Executive"
"Camping Equipment","F","NA","Married","Professional"
"Camping Equipment","M","32","Married","Executive"
"Camping Equipment","M","32","Married","Executive"
"Personal Accessories","F","64","Married","Other"
"Personal Accessories","F","29","Married","Other"
"Golf Equipment","M","36","Married","Executive"
"Camping Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","EXECUTIVE"
"Camping Equipment","F","48","Married","Retail"
"Personal Accessories","F","48","Married","Retail"
"Camping Equipment","M","34","Married","Other"
"Camping Equipment","M","34","Married","Other"
"Camping Equipment","M","22","Single","Sales"
"Camping Equipment","M","28","Single","Professional"
"Personal Accessories","F","38","Married","Executive"
"Camping Equipment","M","39","Single","Other"
"Personal Accessories","F","24","Single","Student"
"Personal Accessories","F","NA","Single","Other"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","F","23","Single","Hospitality"
"Personal Accessories","F","36","Married","Other"
"Outdoor Protection","F","36","Married","OTHER"
"Personal Accessories","F","22","Single","Student"
"Personal Accessories","F","26","Single","Sales"
"Mountaineering Equipment","M","31","Single","Trades"
"Mountaineering Equipment","M","31","Single","Trades"
"Mountaineering Equipment","F","31","Married","Other"
"Personal Accessories","F","49","Married","Professional"
"Personal Accessories","F","22","Single","Retail"
"Personal Accessories","M","25","Single","Other"
"Camping Equipment","M","37","Married","Trades"
"Camping Equipment","M","37","Married","Trades"
"Camping Equipment","M","43","Married","Sales"
"Camping Equipment","M","43","Married","Sales"
"Camping Equipment","M","43","Married","Sales"
"Mountaineering Equipment","M","NA","Single","Other"
"Mountaineering Equipment","M","43","Single","Other"
"Mountaineering Equipment","M","43","Single","Other"
"Mountaineering Equipment","M","43","Single","Other"
"Mountaineering Equipment","F","35","Married","Professional"
"Personal Accessories","F","35","Married","PROFESSIONAL"
"Camping Equipment","F","49","Married","Other"
"Camping Equipment","F","49","Married","Other"
"Camping Equipment","F","35","Unspecified","Hospitality"
"Mountaineering Equipment","F","NA","Unspecified","Hospitality"
"Mountaineering Equipment","F","35","Unspecified","Hospitality"
"Mountaineering Equipment","F","35","Unspecified","Hospitality"
"Mountaineering Equipment","M","28","Single","Professional"
"Personal Accessories","M","35","Married","Other"
"Mountaineering Equipment","M","26","Married","Executive"
"Personal Accessories","M","44","Married","Other"
"Mountaineering Equipment","M","28","Married","Other"
"Mountaineering Equipment","M","28","Married","Other"
"Camping Equipment","F","38","Married","Executive"
"Personal Accessories","M","NA","Single","Professional"
"Mountaineering Equipment","M","22","Single","PROFESSIONAL"
"Mountaineering Equipment","M","24","Single","Retail"
"Mountaineering Equipment","M","24","Single","Retail"
"Camping Equipment","M","24","Single","Retail"
"Camping Equipment","F","41","Unspecified","Hospitality"
"Outdoor Protection","F","41","Unspecified","Hospitality"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","65","Unspecified","Hospitality"
"Camping Equipment","M","NA","Married","Sales"
"Mountaineering Equipment","M","37","Unspecified","Trades"
"Mountaineering Equipment","M","37","Unspecified","Trades"
"Personal Accessories","M","37","Unspecified","Trades"
"Camping Equipment","F","21","Single","Hospitality"
"Camping Equipment","F","21","Single","Hospitality"
"Personal Accessories","F","67","Married","Other"
"Camping Equipment","M","40","Married","Other"
"Camping Equipment","M","40","Married","Other"
"Mountaineering Equipment","M","19","Single","Student"
"Mountaineering Equipment","M","19","Single","Student"
"Camping Equipment","M","19","Single","Student"
"Mountaineering Equipment","F","39","Married","Other"
"Golf Equipment","M","50","Unspecified","Other"
"Golf Equipment","M","50","Unspecified","Other"
"Camping Equipment","M","29","Single","Trades"
"Camping Equipment","M","29","Single","TRADES"
"Personal Accessories","F","48","Unspecified","Hospitality"
"Personal Accessories","F","22","Single","Retail"
"Camping Equipment","F","37","Married","OTHER"
"Camping Equipment","M","23","Single","Executive"
"Camping Equipment","M","23","Single","Executive"
"Personal Accessories","F","37","Married","PROFESSIONAL"
"Camping Equipment","F","32","Married","Executive"
"Outdoor Protection","F","32","Married","Executive"
"Personal Accessories","F","19","Single","OTHER"
"Personal Accessories","F","26","Single","Other"
"Personal Accessories","M","39","Married","Other"
"Camping Equipment","F","37","Married","Other"
"Outdoor Protection","F","37","Married","Other"
"Camping Equipment","F","20","Married","Retail"
"Mountaineering Equipment","F","51","Married","Other"
"Personal Accessories","F","24","Single","Professional"
"Camping Equipment","M","38","Single","Professional"
"Camping Equipment","M","38","Single","Professional"
"Camping Equipment","M","38","Married","Trades"
"Mountaineering Equipment","M","36","Married","Trades"
"Personal Accessories","M","36","Married","Trades"
"Camping Equipment","F","44","Married","Executive"
"Personal Accessories","F","20","Single","Other"
"Mountaineering Equipment","M","31","Single","Professional"
"Mountaineering Equipment","M","31","Single","Professional"
"Camping Equipment","F","46","Married","Hospitality"
"Outdoor Protection","F","46","Married","Hospitality"
"Mountaineering Equipment","M","32","Single","Other"
"Mountaineering Equipment","M","28","Single","Trades"
"Mountaineering Equipment","M","28","Single","Trades"
"Mountaineering Equipment","M","28","Single","Trades"
"Personal Accessories","F","37","Married","Other"
"Outdoor Protection","F","NA","Married","Other"
"Camping Equipment","M","33","Single","Other"
"Personal Accessories","F","29","Single","Retail"
"Camping Equipment","M","35","Married","Other"
"Camping Equipment","M","35","Married","Other"
"Personal Accessories","F","28","Single","Professional"
"Personal Accessories","M","32","Married","PROFESSIONAL"
"Golf Equipment","M","31","Single","Other"
"Golf Equipment","M","31","Single","Other"
"Personal Accessories","F","22","Single","Professional"
"Camping Equipment","M","26","Single","Sales"
"Camping Equipment","M","44","Married","Trades"
"Personal Accessories","F","28","Single","Retail"
"Personal Accessories","F","28","Married","Executive"
"Camping Equipment","M","29","Single","Other"
"Camping Equipment","M","29","Single","Other"
"Camping Equipment","M","35","Married","Sales"
"Camping Equipment","M","40","Married","Other"
"Mountaineering Equipment","M","NA","Married","Other"
"Outdoor Protection","M","21","Single","Student"
"Camping Equipment","M","29","Single","PROFESSIONAL"
"Golf Equipment","M","NA","Married","Other"
"Golf Equipment","M","46","Married","Professional"
"Golf Equipment","M","46","Married","PROFESSIONAL"
"Personal Accessories","M","31","Unspecified","Professional"
"Camping Equipment","M","22","Single","Sales"
"Camping Equipment","M","22","Single","Sales"
"Personal Accessories","F","35","Married","Professional"
"Camping Equipment","F","32","Married","Executive"
"Camping Equipment","M","39","Married","Other"
"Camping Equipment","M","19","Single","SALES"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","F","41","Married","Other"
"Outdoor Protection","F","41","Married","Other"
"Camping Equipment","M","24","Single","Other"
"Camping Equipment","F","48","Married","Other"
"Golf Equipment","M","41","Married","Professional"
"Golf Equipment","M","41","Married","Professional"
"Personal Accessories","F","46","Married","Other"
"Camping Equipment","F","39","Married","Other"
"Personal Accessories","F","20","Single","Other"
"Camping Equipment","F","19","Single","Other"
"Personal Accessories","F","42","Married","Sales"
"Personal Accessories","F","32","Married","Professional"
"Mountaineering Equipment","M","25","Single","Other"
"Mountaineering Equipment","M","25","Single","Other"
"Personal Accessories","F","NA","Married","Professional"
"Camping Equipment","M","30","Single","Other"
"Camping Equipment","M","30","Single","Other"
"Mountaineering Equipment","M","27","Single","Professional"
"Personal Accessories","M","49","Married","Professional"
"Personal Accessories","M","49","Married","Professional"
"Camping Equipment","M","49","Married","PROFESSIONAL"
"Camping Equipment","M","40","Married","Other"
"Camping Equipment","F","38","Unspecified","Hospitality"
"Outdoor Protection","F","38","Unspecified","Hospitality"
"Golf Equipment","M","55","Unspecified","Other"
"Golf Equipment","M","55","Unspecified","Other"
"Camping Equipment","M","21","Single","Sales"
"Camping Equipment","M","21","Single","Sales"
"Golf Equipment","F","57","Married","Other"
"Golf Equipment","F","57","Married","OTHER"
"Golf Equipment","F","57","Married","Other"
"Personal Accessories","F","24","Single","Sales"
"Camping Equipment","F","34","Married","Executive"
"Camping Equipment","F","34","Married","Executive"
"Mountaineering Equipment","F","34","Married","Executive"
"Camping Equipment","M","34","Married","Executive"
"Camping Equipment","M","34","Married","Executive"
"Personal Accessories","F","28","Single","Sales"
"Camping Equipment","M","29","Single","Sales"
"Camping Equipment","F","21","Married","Retail"
"Camping Equipment","F","21","Married","Retail"
"Outdoor Protection","F","21","Married","Retail"
"Golf Equipment","F","39","Married","Other"
"Golf Equipment","F","NA","Married","Other"
"Golf Equipment","F","39","Married","Other"
"Personal Accessories","M","34","Single","Trades"
"Outdoor Protection","M","34","Single","Trades"
"Camping Equipment","M","34","Married","OTHER"
"Camping Equipment","F","34","Married","Executive"
"Camping Equipment","F","26","Married","Other"
"Golf Equipment","F","NA","Married","Other"
"Personal Accessories","F","37","Single","OTHER"
"Personal Accessories","F","29","Single","OTHER"
"Golf Equipment","M","41","Married","Other"
"Golf Equipment","M","41","Married","Other"
"Personal Accessories","F","27","Single","Professional"
"Camping Equipment","M","33","Single","TRADES"
"Personal Accessories","F","44","Married","Other"
"Camping Equipment","F","40","Married","Other"
"Camping Equipment","F","40","Married","Other"
"Camping Equipment","F","40","Married","Other"
"Outdoor Protection","F","40","Married","Other"
"Camping Equipment","M","31","Married","Trades"
"Camping Equipment","M","32","Married","Executive"
"Camping Equipment","M","35","Married","Other"
"Camping Equipment","M","35","Married","Other"
"Personal Accessories","F","18","Single","PROFESSIONAL"
"Golf Equipment","M","40","Married","Other"
"Golf Equipment","M","40","Married","Other"
"Golf Equipment","M","40","Married","Other"
"Golf Equipment","M","57","Married","Trades"
"Golf Equipment","M","57","Married","Trades"
"Camping Equipment","M","20","Single","Other"
"Personal Accessories","F","27","Single","Other"
"Golf Equipment","F","51","Married","Other"
"Personal Accessories","F","33","Single","Professional"
"Personal Accessories","F","21","Single","PROFESSIONAL"
"Personal Accessories","M","25","Single","OTHER"
"Camping Equipment","F","NA","Married","Other"
"Camping Equipment","F","32","Married","Other"
"Camping Equipment","F","32","Married","Other"
"Personal Accessories","F","22","Married","Other"
"Personal Accessories","F","26","Single","Other"
"Mountaineering Equipment","M","22","Single","Sales"
"Camping Equipment","M","NA","Single","Sales"
"Camping Equipment","M","NA","Single","Student"
"Mountaineering Equipment","M","25","Single","Student"
"Mountaineering Equipment","M","25","Single","STUDENT"
"Mountaineering Equipment","F","NA","Married","Other"
"Mountaineering Equipment","F","26","Married","Other"
"Personal Accessories","F","62","Married","Other"
"Camping Equipment","M","21","Single","Trades"
"Camping Equipment","M","21","Single","Trades"
"Camping Equipment","F","31","Married","Hospitality"
"Camping Equipment","F","31","Married","Hospitality"
"Camping Equipment","M","19","Single","Professional"
"Mountaineering Equipment","F","25","Single","Other"
"Golf Equipment","F","25","Single","Other"
"Personal Accessories","F","35","Single","Professional"
"Camping Equipment","M","28","Single","Sales"
"Camping Equipment","M","28","Single","Sales"
"Camping Equipment","M","24","Single","Other"
"Camping Equipment","F","37","Married","Other"
"Camping Equipment","M","36","Married","Professional"
"Golf Equipment","M","36","Married","Professional"
"Golf Equipment","M","36","Married","Professional"
"Camping Equipment","M","40","Married","Other"
"Camping Equipment","M","40","Married","Other"
"Personal Accessories","F","67","Married","Other"
"Camping Equipment","M","24","Single","OTHER"
"Mountaineering Equipment","M","24","Single","Other"
"Camping Equipment","F","23","Single","Other"
"Camping Equipment","M","34","Married","Sales"
"Mountaineering Equipment","M","19","Single","Other"
"Personal Accessories","F","37","Single","Retail"
"Personal Accessories","F","38","Married","Professional"
"Personal Accessories","F","25","Single","Other"
"Personal Accessories","F","27","Single","Professional"
"Camping Equipment","M","33","Married","Other"
"Camping Equipment","M","33","Married","Other"
"Mountaineering Equipment","M","33","Married","Other"
"Personal Accessories","F","20","Single","Other"
"Mountaineering Equipment","M","31","Single","OTHER"
"Camping Equipment","M","42","Married","Other"
"Personal Accessories","M","21","Single","Student"
"Golf Equipment","M","48","Unspecified","Other"
"Golf Equipment","M","48","Unspecified","Other"
"Personal Accessories","F","49","Married","Other"
"Camping Equipment","F","38","Married","Executive"
"Outdoor Protection","F","38","Married","Executive"
"Camping Equipment","M","31","Single","PROFESSIONAL"
"Camping Equipment","F","24","Single","Other"
"Camping Equipment","F","24","Single","Other"
"Camping Equipment","F","24","Single","Other"
"Camping Equipment","F","24","Single","Other"
"Camping Equipment","M","NA","Single","Other"
"Camping Equipment","M","25","Single","Other"
"Mountaineering Equipment","M","19","Single","Student"
"Camping Equipment","M","30","Married","OTHER"
"Camping Equipment","M","30","Married","Other"
"Mountaineering Equipment","M","NA","Single","Other"
"Camping Equipment","F","26","Single","Other"
"Mountaineering Equipment","F","36","Married","Other"
"Mountaineering Equipment","M","42","Single","Other"
"Mountaineering Equipment","M","42","Single","OTHER"
"Personal Accessories","F","NA","Married","Executive"
"Camping Equipment","M","39","Married","Sales"
"Camping Equipment","F","45","Married","Hospitality"
"Camping Equipment","F","NA","Single","OTHER"
"Camping Equipment","F","NA","Married","Other"
"Personal Accessories","F","47","Married","Retired"
"Camping Equipment","F","34","Married","Retail"
"Camping Equipment","M","40","Married","Trades"
"Personal Accessories","F","25","Married","Professional"
"Personal Accessories","F","25","Single","Professional"
"Camping Equipment","M","19","Single","Professional"
"Camping Equipment","M","19","Single","Professional"
"Camping Equipment","M","27","Married","Professional"
"Camping Equipment","M","40","Married","Trades"
"Camping Equipment","M","40","Married","Trades"
"Camping Equipment","M","40","Married","Trades"
"Personal Accessories","F","19","Single","Student"
"Mountaineering Equipment","M","34","Single","Professional"
"Mountaineering Equipment","M","34","Single","Professional"
"Camping Equipment","F","46","Married","Executive"
"Camping Equipment","F","46","Married","Executive"
"Golf Equipment","F","52","Married","OTHER"
"Camping Equipment","M","38","Married","Executive"
"Camping Equipment","M","38","Married","Executive"
"Camping Equipment","M","43","Single","Sales"
"Camping Equipment","F","30","Married","HOSPITALITY"
"Golf Equipment","F","31","Married","Other"
"Golf Equipment","F","31","Married","Other"
"Golf Equipment","F","31","Married","Other"
"Personal Accessories","M","24","Single","Professional"
"Camping Equipment","F","29","Single","Hospitality"
"Mountaineering Equipment","F","39","Unspecified","OTHER"
"Mountaineering Equipment","F","39","Unspecified","Other"
"Personal Accessories","F","39","Unspecified","Other"
"Personal Accessories","F","62","Married","Other"
"Personal Accessories","F","29","Single","PROFESSIONAL"
"Personal Accessories","F","51","Married","Other"
"Golf Equipment","F","52","Married","Other"
"Personal Accessories","F","NA","Married","Other"
"Mountaineering Equipment","F","46","Married","Other"
"Camping Equipment","M","22","Single","Professional"
"Personal Accessories","F","52","Married","OTHER"
"Camping Equipment","M","23","Single","Professional"
"Mountaineering Equipment","M","29","Single","Trades"
"Camping Equipment","M","40","Married","Sales"
"Camping Equipment","M","37","Married","Sales"
"Camping Equipment","M","37","Married","Sales"
"Camping Equipment","M","40","Married","SALES"
"Golf Equipment","M","56","Married","Other"
"Personal Accessories","M","27","Single","Professional"
"Outdoor Protection","M","27","Single","Professional"
"Personal Accessories","F","52","Married","Other"
"Personal Accessories","F","27","Single","Professional"
"Mountaineering Equipment","M","20","Single","Trades"
"Camping Equipment","M","44","Married","Trades"
"Camping Equipment","M","44","Married","Trades"
"Camping Equipment","M","40","Married","Trades"
"Camping Equipment","M","38","Married","Sales"
"Mountaineering Equipment","M","19","Single","Sales"
"Personal Accessories","M","19","Single","Sales"
"Personal Accessories","M","24","Single","Student"
"Personal Accessories","F","48","Married","Other"
